pdf_name,title,author,author_place,journal,volume,year,pages
"Wiseman & Hawkins eds - RAI 23, Iraq 39, 1977.pdf",THE IMPORTANCE OF TRADE,W. F. LEEMANS,,IRAQ,XXXIX,1977,
Woods_2005_ZA95_On_Euphrates.pdf,On the Euphrates,Christopher Woods,Chicago,Zeitschrift für Assyriologie,95,2005,7–45
Wool_JEOL_42_07.pdf,THE TRADE IN WOOL IN OLD ASSYRIAN ANATOLIA,AGNETE WISTI LASSEN,,JEOL,42,2010,
Yakubovich 2010_Luvian-book.pdf,Sociolinguistics of the Luvian Language,Ilya Yakubovich,Leiden • Boston,Brill’s Studies in Indo-European Languages & Linguistics,2,2009,
Yener_2005_OIP131_Amuq_Reg_Proj.pdf,The Amuq Valley Regional Projects,Kutlu Aslıhan Yener,Chicago,Oriental Institute Publications,1,2005,1–25
"Yoffee, Norman - The Decline and Rise of Mesopotamian Civilization- An Ethnoarchaeological Perspective on the Evolution of Social Complexity. AmAn 44, 1979 5-35.pdf",The Decline and Rise of Mesopotamian Civilization: An Ethnoarchaeological Perspective on the Evolution of Social Complexity,Norman Yoffee,"Tucson, AZ",American Antiquity,44,1979,May-35
ZA94indices.pdf,Indices,Frans van Koppen,München,Zeitschrift für Assyriologie,94,2004,316–320
"Zaccagnini, C. - The Merchant at Nuzi 26.pdf",The Merchant at Nuzi,C. Zaccagnini,,Iraq,39,1977,171-189
Zettler_2003_JESHO46_Reconstructing_World.pdf,RECONSTRUCTING THE WORLD OF ANCIENT MESOPOTAMIA: DIVIDED BEGINNINGS AND HOLISTIC HISTORY,Richard L. Zettler,Philadelphia,JESHO,46,2003,1–5
afo_realien.pdf,Altorientalistische Bibliographien und Indizes (ABI),Stefan Schulte,Marburg,Archiv für Orientforschung,52,2011,486–493
alp_NAMRA Leute.pdf,Die soziale Klasse der Nam.Ra-Leute,Sedat Alp,Heidelberg,Jahrbuch für Kleinasiatische Forschung,1,1950/1951,113-135
bedford.pdf,Empire and Exploitation: The Neo-Assyrian Empire,Peter Bedford,"Perth, Western Australia",,,2001,
dassow.pdf,AN UR III DOCUMENT AND AN OLD BABYLONIAN CONE AT COLORADO STATE UNIVERSITY,Eva von Dassow,University of Minnesota,JCS,52,2000,127–128
de_Ridder_2012_BiOr69_Review AKT6-7.pdf,"The Archive of Kuliya, son of Ali-nabum (Kt. 92/k 188-263)",Jacob de Ridder,Ankara,BIBLIOTHECA ORIENTALIS,69,2012,6-May
de_Ridder_2013_NABU32_KAM 10 1.pdf,NABU 2013 n°2 (juin),Jacob de Ridder,,,,2013,55-56
dercksen_2008_aof35_subsistence.PDF.pdf,"Subsistence, surplus and the market for grain and meat at ancient Kanesh",Jan Gerrit Dercksen,,Altoriental. Forsch.,35,2008,86-102
evosheep-the-makeup-of-sheep-breeds-in-the-ancient-near-east.pdf,EVOSHEEP: the makeup of sheep breeds in the ancient Near East,"Emmanuelle Vila, Philippe Abrahami, Moussab Albesso, Agraw Amane, Camille Bader, Rémi Berthon, Soﬁane Bouzid, Daniel Bradley, Catherine Breniquet, Jwana Chahoud, Thomas Cucchi, Hossein Davoudi, Bea de Cupere, Gilles Escarguel, Oscar Estrada, Lionel Gourichon, Daniel Helmer, Wei Huangfu, Joséphine Lesur, Marjan Mashkour, Cécile Michel, Azadeh Mohaseb, Ludovic Orlando, François Pompanon, Jacqueline Studer, Manon Vuillien","Lyon, Lille, Addis Ababa, Paris, Clermont-Ferrand, Tehran, Brussels, Toulouse, Nice, Geneva",Antiquity,95,2021,1–8
fine 1997 Proposal.pdf,The Socioeconomic Organization of the Metalworkers During the Late Bronze Period at Ugarit,Jill Ashley Fine,Chicago,,,1997,
kingsmen.pdf,The King's Men in Ugarit and Society in Late Bronze Age Syria,Ignacio Márquez Rowe,Madrid,JESHO,45,2002,1–2
landscapes.pdf,ON LANDSCAPES IN THE ANCIENT NEAR EAST,Adam T. Smith,Chicago,JESHO,44,2001,364
libyan caravan liverani.pdf,THE LIBYAN CARAVAN ROAD IN HERODOTUS IV.181-185,MARIO LIVERANI,Rome,JESHO,43,2000,497
momrak.pdf,Concepts of power and the origins of democracy,Kristoffer Momrak,Bergen,,,2009,
oip129 ED to OAkk transition.pdf,THE EARLY DYNASTIC TO AKKADIAN TRANSITION,AUGUSTA MCMAHON,Chicago,Oriental Institute Publications,129,2006,1–171
oliva.pdf,A FORGOTTEN TEXT FROM ALALAKH VII,Juan C. Oliva,Universidad de Castilla-La Mancha,JCS,52,2000,61–63
orginstagrmari.pdf,THE ORGANISATION OF INSTITUTIONAL AGRICULTURE IN MARI,FRANS VAN KOPPEN,Leiden,JESHO,44,2001,247–249
owen.pdf,"CUNEIFORM TEXTS IN THE ARIZONA STATE MUSEUM, TUCSON",D. I. Owen and E. Wasilewska,Tucson,JCS,52,2000,1–12
p132_s_a.pdf,"HOW INTEREST RATES WERE SET, 2500 BC-1000 AD",MICHAEL HUDSON,"Peabody Museum, Harvard",JESHO,43,2000,133-134
p249_s_a.pdf,FROM ORAL PRACTICE TO WRITTEN RECORD IN RAMESSIDE DEIR EL-MEDINA,Ben Haring,Leiden,JESHO,46,2003,250
p3_s_a.pdf,RECONSTRUCTING THE WORLD OF ANCIENT MESOPOTAMIA: DIVIDED BEGINNINGS AND HOLISTIC HISTORY,RICHARD L. ZETTLER,Philadelphia,JESHO,46,2003,1–4
politics of mesha routledge.pdf,The Politics of Mesha: Segmented Identities and State Formation in Iron Age Moab,Bruce Routledge,University of Pennsylvania,JESHO,43,2000,222–224
redistrlateOBsoldiers.pdf,AN ACCOUNT OF THE REDISTRIBUTION OF LAND TO SOLDIERS IN LATE OLD BABYLONIAN SIPPAR-AMN¤NUM,Katrien De Graef,Gent,JESHO,45,2002,142-142
secondaryironstate.pdf,THE RISE OF SECONDARY STATES IN THE IRON AGE LEVANT,ALEXANDER H. JOFFE,Boston,JESHO,45,2002,426
slanski.pdf,"CLASSIFICATION, HISTORIOGRAPHY AND MONUMENTAL AUTHORITY: THE BABYLONIAN ENTITLEMENT NARU^S (KUDURRUS)",Kathryn E. Slanski,Tel Aviv University,JCS,52,2000,95–96
socialjusticewestbrook.pdf,SOCIAL JUSTICE AND CREATIVE JURISPRUDENCE IN LATE BRONZE AGE SYRIA,RAYMOND WESTBROOK,Johns Hopkins University,JESHO,44,2001,1–1
streck_04_dattenpalme.pdf,Dem Andenken an Alexander Sima,Michael P. Streck,Leipzig,Zeitschrift für Assyriologie,94,2004,250–290
valk-2019-the-origins-of-the-assyrian-king-list.pdf.pdf,The Origins of the Assyrian King List,Jonathan Valk,Leiden,Journal of Ancient Near Eastern History,6,2019,1–17
valk-2021-a-state-of-extraction-navigating-taxation-in-ancient-polities.pdf.pdf,Ancient Taxation: The Mechanics of Extraction in Comparative Perspective,Jonathan Valk and Irene Soto Marín,New York,ISAW Monographs,,2021,
valk-pongratz-leisten-2015-representations-of-power-panel-response.pdf.pdf,"Mesopotamia in the Ancient World. Impact, Continuities, Parallels","Robert Rollinger, Erik van Dongen",Münster,Melammu Symposia,7,2015,1–307
"von Soden, Wolfram - Eine altassyrische Beschwörung gegen die Dämonin Lamaštum. Or NS 23, 1954 337-344.pdf",Eine altassyrische Beschwörung gegen die Dämonin Lamštum,Wolfram VON SODEN,Wien,Or. NS,23,1955,337-344
vonDassowdiss.pdf,SOCIAL STRATIFICATION OF ALALAH UNDER THE MITTANI EMPIRE,Eva Melita von Dassow,New York,,,1997,
westbrook_slavlaw.pdf,SLAVE AND MASTER IN ANCIENT NEAR EASTERN LAW,Raymond Westbrook,,Chicago-Kent Law Review,70,1994-1995,
yakubovich_diss_2008.pdf,Sociolinguistics of the Luvian Language,Ilya S. Yakubovich,"Chicago, Illinois",,1,2008,529
"Çeçen, Gökçek _2006_ErkanalFS_Turkish.pdf",Kültürlerin Yansıması / Studies in Honor of Hayat Erkanal; Cultural Reflections,"Salih Çeçen, L. Gürkan Gökçek",,,,2006,
